房源名称,房源id,经度,纬度,所在省份,所在城市,主城市,下辖区,楼盘id,成交日期,成交价格（万）,成交均价（元/平）,挂牌价格（万）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）
汇秀景苑二街坊,107101605020,121.549408,31.047094,上海,上海,闵行区,浦江,5020026764190620,2019.08.09,205,28862,213,2室1厅1厨1卫,高楼层(共6层),71.03㎡,暂无数据,暂无数据,板楼,南 北,1905年,毛坯,钢混结构,,一梯两户,未知,无,107101605020,动迁安置房,2019/8/3,普通住宅,暂无数据,非共有,7,0,1,13,464
鹤北新村二街坊,107101410000,121.423061,31.016139,上海,上海,闵行区,老闵行,5011000011209,2019.08.09,365,39388,372,2室2厅1厨1卫,中楼层(共6层),92.67㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101410000,商品房,2019/6/9,普通住宅,暂无数据,共有,62,1,12,7,651
夏朵园,107101603697,121.403224,31.030128,上海,上海,闵行区,老闵行,5011000017935,2019.08.09,320,30847,325,2室2厅1厨1卫,高楼层(共14层),103.74㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101603697,商品房,2019/8/3,普通住宅,暂无数据,非共有,7,0,1,15,372
林水美地苑,107001415079,121.365295,31.12454462,上海,上海,闵行区,莘庄,5011000016933,2019.08.09,620,44967,635,3室2厅1厨2卫,低楼层(共17层),137.88㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107001415079,商品房,2017/5/21,普通住宅,暂无数据,共有,811,1,42,95,12211
阳光美景城,107101611565,121.415413,31.14766,上海,上海,闵行区,古美,5011000013840,2019.08.09,822,58875,835,3室2厅1厨2卫,高楼层(共31层),139.62㎡,暂无数据,暂无数据,板楼,南,1905年,其他,钢混结构,,两梯三户,70年,有,107101611565,商品房,2019/8/5,普通住宅,暂无数据,暂无数据,5,0,1,0,暂无数据
金塔新村,107101600321,121.4156053,31.04443093,上海,上海,闵行区,颛桥,5011000002755,2019.08.09,167,29913,175,2室1厅1厨1卫,中楼层(共6层),55.83㎡,暂无数据,暂无数据,板楼,南,1905年,其他,砖混结构,,一梯四户,70年,无,107101600321,商品房,2019/8/2,普通住宅,暂无数据,非共有,8,0,3,7,189
君莲新城广润苑,107101324562,121.426093,31.090359,上海,上海,闵行区,颛桥,5011000003777,2019.08.09,341,40265,345,2室2厅1厨1卫,低楼层(共11层),84.69㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101324562,动迁安置房,2019/5/16,普通住宅,暂无数据,共有,86,1,29,9,1870
古美七村,107100570995,121.415269,31.149324,上海,上海,闵行区,古美,5011000013867,2019.08.09,233,45553,238,1室1厅1厨1卫,高楼层(共6层),51.04㎡,平层,51㎡,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107100570995,商品房,2018/8/21,普通住宅,暂无数据,非共有,354,1,4,8,1584
银兆公寓,107101573256,121.445963,31.112631,上海,上海,闵行区,春申,5011000001062,2019.08.09,360,38623,370,2室2厅1厨1卫,低楼层(共8层),93.21㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯两户,未知,有,107101573256,商品房,2019/7/25,普通住宅,暂无数据,非共有,15,1,6,0,1
航华三村一街坊,107101386216,121.355484,31.17399,上海,上海,闵行区,航华,5011000013089,2019.08.09,331,46024,340,2室1厅1厨1卫,中楼层(共6层),71.92㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101386216,商品房,2019/6/2,普通住宅,暂无数据,共有,68,1,45,13,1673
华梅花苑,107101237865,121.407833,31.160574,上海,上海,闵行区,古美,5011000015690,2019.08.09,435,56487,440,2室1厅1厨1卫,中楼层(共6层),77.01㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101237865,商品房,2019/4/19,普通住宅,暂无数据,共有,112,1,94,48,2953
普乐三村,107101611159,121.4315016,31.12394982,上海,上海,闵行区,春申,5011000012848,2019.08.08,190,35481,195,1室1厅1厨1卫,高楼层(共6层),53.55㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107101611159,商品房,2019/8/5,普通住宅,暂无数据,非共有,4,0,1,2,409
万科假日风景(公寓),107100765897,121.408006,31.111525,上海,上海,闵行区,莘庄,5011000017605,2019.08.08,755,57315,829,3室2厅1厨2卫,高楼层(共11层),131.73㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107100765897,商品房,2018/10/29,普通住宅,暂无数据,共有,283,1,151,91,7792
欣佳宝邸(北区),107101582583,121.545376,31.051238,上海,上海,闵行区,浦江,5020031632312900,2019.08.08,255,32570,260,2室2厅0厨1卫,中楼层(共14层),78.14㎡,平层,暂无数据,板楼,南 北,1905年,简装,钢混结构,,一梯三户,未知,有,107101582583,商品房,2019/7/28,普通住宅,暂无数据,非共有,11,0,6,5,391
阳光美景城,107101433184,121.415413,31.14766,上海,上海,闵行区,古美,5011000013840,2019.08.07,700,64127,710,2室2厅1厨1卫,高楼层(共21层),109.16㎡,平层,109.16㎡,板楼,南 北,1905年,精装,钢混结构,,一梯三户,未知,有,107101433184,商品房,2019/6/15,普通住宅,暂无数据,共有,53,0,30,34,1741
水清年华花园,107101546520,121.349303,31.156255,上海,上海,闵行区,七宝,5011000012925,2019.08.07,335,56455,345,2室1厅1厨1卫,中楼层(共11层),59.34㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯四户,未知,有,107101546520,商品房,2019/7/17,普通住宅,暂无数据,非共有,21,0,27,51,643
欣佳宝邸(北区),107101570545,121.545376,31.051238,上海,上海,闵行区,浦江,5020031632312900,2019.08.07,225,29382,232,2室1厅1厨1卫,低楼层(共14层),76.58㎡,平层,暂无数据,板楼,南 北,1905年,其他,钢混结构,,一梯三户,未知,有,107101570545,动迁安置房,2019/7/24,普通住宅,暂无数据,非共有,14,1,1,3,547
西郊九韵城,107101594499,121.300694,31.217191,上海,上海,闵行区,华漕,5011000012723,2019.08.07,293,40509,300,2室1厅0厨1卫,中楼层(共6层),72.33㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101594499,商品房,2019/7/31,普通住宅,暂无数据,共有,7,0,3,0,暂无数据
金硕河畔景园南区,107101558494,121.540684,31.058567,上海,上海,闵行区,浦江,5020026815573050,2019.08.07,236,31577,237,2室1厅1厨1卫,低楼层(共6层),74.74㎡,平层,暂无数据,板楼,南 北,1905年,其他,钢混结构,,一梯两户,70年,无,107101558494,商品房,2019/7/21,普通住宅,暂无数据,共有,18,1,17,4,279
浦江宝邸,107101211778,121.547904,31.067516,上海,上海,闵行区,浦江,5011000009006,2019.08.07,195,27617,198,1室1厅1厨1卫,低楼层(共24层),70.61㎡,暂无数据,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯三户,未知,有,107101211778,动迁安置房,2019/4/11,普通住宅,暂无数据,共有,119,1,3,8,1783
黎安二村,107101497188,121.385457,31.131859,上海,上海,闵行区,莘庄,5011000014466,2019.08.07,176,41490,181.8,1室1厅1厨1卫,中楼层(共5层),42.42㎡,暂无数据,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101497188,商品房,2019/7/4,普通住宅,暂无数据,非共有,35,1,22,1,113
茂盛花苑,107101085659,121.3436727,31.17584738,上海,上海,闵行区,七宝,5011000017990,2019.08.07,189,39908,195,1室1厅1厨1卫,高楼层(共6层),47.36㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101085659,商品房,2019/3/5,普通住宅,暂无数据,共有,156,1,8,52,3032
高兴花园,107101315801,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.08.07,321,45831,325,2室1厅1厨1卫,高楼层(共6层),70.04㎡,平层,70㎡,板楼,南,1905年,精装,砖混结构,,一梯三户,70年,无,107101315801,商品房,2019/5/13,普通住宅,暂无数据,非共有,87,1,52,38,4309
高兴花园,107101590776,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.08.07,304,51009,308,2室1厅1厨1卫,中楼层(共6层),59.5㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107101590776,商品房,2019/7/30,普通住宅,暂无数据,非共有,8,1,4,18,1215
马桥景城馨苑,107101532034,121.377237,31.02283,上海,上海,闵行区,老闵行,5011102206797,2019.08.07,226,29652,235,2室1厅0厨1卫,高楼层(共18层),76.22㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯四户,未知,有,107101532034,商品房,2019/7/13,普通住宅,暂无数据,共有,25,0,24,14,543
品家都市星城,107101558882,121.394496,31.10743081,上海,上海,闵行区,莘庄,5011000003835,2019.08.07,625,52522,650,3室2厅1厨1卫,低楼层(共17层),119㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯两户,未知,有,107101558882,商品房,2019/7/21,普通住宅,暂无数据,共有,18,0,7,3,426
锦乐馨苑东苑,107101603346,121.4285626,31.12392007,上海,上海,闵行区,春申,5011102207133,2019.08.06,389,46277,400,2室1厅1厨1卫,高楼层(共9层),84.06㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯三户,未知,有,107101603346,动迁安置房,2019/8/3,普通住宅,暂无数据,共有,4,0,3,2,104
春申景城湖畔林语,107101460170,121.4208634,31.11091314,上海,上海,闵行区,春申,5011000005041,2019.08.06,491,64999,509,2室1厅1厨1卫,低楼层(共17层),75.54㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯四户,未知,有,107101460170,商品房,2019/6/23,普通住宅,暂无数据,共有,45,1,46,30,2903
紫竹半岛花园,107101588458,121.4749122,31.03420168,上海,上海,闵行区,吴泾,5011000000233,2019.08.06,712,78675,738,3室3厅1厨3卫,高楼层(共18层),90.5㎡,跃层,暂无数据,板楼,南,1905年,其他,钢混结构,,两梯四户,70年,有,107101588458,商品房,2019/7/29,普通住宅,暂无数据,暂无数据,9,0,3,0,暂无数据
凯利大楼,107100917307,121.3941243,31.1064019,上海,上海,闵行区,莘庄,5011000002978,2019.08.06,510,46318,529,2室2厅1厨1卫,中楼层(共18层),110.11㎡,平层,暂无数据,塔楼,南,1905年,精装,钢混结构,,两梯六户,70年,有,107100917307,商品房,2018/12/26,普通住宅,暂无数据,非共有,223,1,10,11,520
金硕河畔景园西区,107101583092,121.540794,31.060615,上海,上海,闵行区,浦江,5020026850247550,2019.08.06,230,30252,235,2室2厅1厨1卫,高楼层(共14层),76.03㎡,平层,暂无数据,板楼,南 北,1905年,毛坯,钢混结构,,一梯三户,70年,有,107101583092,商品房,2019/7/28,普通住宅,暂无数据,共有,10,1,13,4,417
莲花公寓(闵行),107101437984,121.406562,31.148781,上海,上海,闵行区,古美,5011000014880,2019.08.06,437,54708,455,2室2厅1厨1卫,高楼层(共6层),79.88㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101437984,商品房,2019/6/17,普通住宅,暂无数据,共有,51,1,14,11,695
罗阳二村,107101284767,121.418406,31.126908,上海,上海,闵行区,梅陇,5011000014082,2019.08.05,406,40028,418,2室2厅1厨2卫,中楼层(共6层),101.43㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101284767,商品房,2019/5/4,普通住宅,暂无数据,共有,94,1,14,18,1792
蔷薇新村,107101514804,121.4414399,31.11932663,上海,上海,闵行区,春申,5011000011738,2019.08.05,179,35980,185,1室1厅1厨1卫,中楼层(共6层),49.75㎡,平层,暂无数据,板楼,南 北,1905年,简装,砖混结构,,一梯三户,70年,无,107101514804,商品房,2019/7/8,普通住宅,暂无数据,非共有,29,0,12,10,963
古美一村,107101178121,121.408143,31.148897,上海,上海,闵行区,古美,5011000012367,2019.08.05,403,49815,419,3室1厅1厨1卫,低楼层(共6层),80.9㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101178121,商品房,2019/4/1,普通住宅,暂无数据,共有,127,1,17,25,3031
东苑古龙城(公寓),107101354632,121.408765,31.157717,上海,上海,闵行区,古美,5011000017282,2019.08.05,987,51638,1100,4室3厅1厨3卫,低楼层(共11层),191.14㎡,复式,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101354632,商品房,2019/5/25,普通住宅,暂无数据,共有,73,1,42,52,2122
浦江丽都,107101258435,121.542666,31.05836,上海,上海,闵行区,浦江,5011000005028,2019.08.05,153,29016,158,1室1厅1厨1卫,低楼层(共14层),52.73㎡,平层,暂无数据,板楼,东南,1905年,简装,钢混结构,,一梯三户,70年,有,107101258435,商品房,2019/4/25,普通住宅,暂无数据,共有,103,1,15,8,210
浦江华侨城6期,107101294980,121.5071213,31.10816989,上海,上海,闵行区,浦江,5011000001871,2019.08.05,598,56629,615,3室2厅1厨2卫,低楼层(共7层),105.6㎡,平层,暂无数据,板楼,南 北,1905年,毛坯,钢混结构,,一梯两户,未知,有,107101294980,商品房,2019/5/7,普通住宅,暂无数据,共有,91,1,26,62,2678
古北壹号,107101189700,121.4026106,31.193284,上海,上海,闵行区,金虹桥,5011000000967,2019.08.05,5100,81403,5800,6室3厅1厨6卫,低楼层(共17层),626.52㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101189700,商品房,2019/4/4,普通住宅,暂无数据,非共有,124,1,6,8,2724
万科假日风景(公寓),107101065925,121.408006,31.111525,上海,上海,闵行区,莘庄,5011000017605,2019.08.05,910,65900,943,3室1厅1厨2卫,高楼层(共11层),138.09㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101065925,商品房,2019/2/28,普通住宅,暂无数据,共有,159,1,5,16,1252
华丽家园,107101510104,121.400433,31.108502,上海,上海,闵行区,莘庄,5011000015071,2019.08.05,606,57441,608,3室2厅1厨2卫,低楼层(共6层),105.5㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,无,107101510104,商品房,2019/7/7,普通住宅,暂无数据,非共有,30,1,27,20,683
旭辉浦江国际广场(酒店式公寓),107101529450,121.5215803,31.08280493,上海,上海,闵行区,浦江,5011000001857,2019.08.05,85,18013,89,1室1厅0厨1卫,中楼层(共18层),47.19㎡,暂无数据,暂无数据,塔楼,南,1905年,其他,钢混结构,,四梯二十八户,未知,有,107101529450,商品房,2019/7/12,商业办公类,暂无数据,暂无数据,24,1,3,0,1
荣顺苑,107100842037,121.405599,31.070694,上海,上海,闵行区,颛桥,5011000014244,2019.08.05,476,43273,485,4室3厅1厨2卫,高楼层(共6层),110㎡,复式,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,无,107100842037,商品房,2018/11/27,普通住宅,暂无数据,共有,251,1,15,36,3704
紫藤新园,107101404075,121.4056684,31.01402922,上海,上海,闵行区,老闵行,5011000013019,2019.08.05,260,27829,320,2室2厅0厨1卫,中楼层(共5层),93.43㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101404075,商品房,2019/6/7,普通住宅,暂无数据,共有,59,0,7,19,978
华景花苑,107101523225,121.3655543,31.17991008,上海,上海,闵行区,航华,5011000013884,2019.08.05,369,41682,385,2室2厅1厨1卫,高楼层(共6层),88.48㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101523225,商品房,2019/7/11,普通住宅,暂无数据,共有,26,1,8,12,764
荣顺苑,107101223977,121.405599,31.070694,上海,上海,闵行区,颛桥,5011000014244,2019.08.05,520,39424,530,3室2厅1厨2卫,中楼层(共10层),131.9㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101223977,商品房,2019/4/14,普通住宅,暂无数据,共有,113,1,25,29,2073
金虹桥井亭苑,107101464579,121.377732,31.173195,上海,上海,闵行区,金汇,5011000011230,2019.08.05,534,62442,560,2室2厅1厨1卫,高楼层(共6层),85.52㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,无,107101464579,商品房,2019/6/24,普通住宅,暂无数据,共有,42,1,42,66,1773
惠明苑,107101347379,121.353312,31.151697,上海,上海,闵行区,七宝,5011000010595,2019.08.05,429,45249,458,2室2厅1厨1卫,中楼层(共12层),94.81㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107101347379,商品房,2019/5/23,普通住宅,暂无数据,共有,75,1,39,53,1949
万科城市花园,107101585340,121.349568,31.164839,上海,上海,闵行区,七宝,5011000018313,2019.08.05,435,46174,490,3室2厅1厨2卫,中楼层(共7层),94.21㎡,暂无数据,暂无数据,板楼,东南,1905年,毛坯,钢混结构,,一梯两户,70年,有,107101585340,商品房,2019/7/28,普通住宅,暂无数据,非共有,8,0,2,14,486
龙吴路5599弄,107101431223,121.4721238,31.04489177,上海,上海,闵行区,吴泾,5011000001099,2019.08.05,248,30880,253,2室1厅1厨1卫,中楼层(共6层),80.15㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101431223,商品房,2019/6/15,普通住宅,暂无数据,非共有,51,1,5,11,648
浦江世博家园四街坊,107101603787,121.5107966,31.08619527,上海,上海,闵行区,浦江,5011000001864,2019.08.05,355,43388,360,2室2厅1厨1卫,中楼层(共5层),81.82㎡,平层,81.82㎡,板楼,南,1905年,其他,钢混结构,,一梯两户,未知,无,107101603787,商品房,2019/8/3,普通住宅,暂无数据,共有,2,0,8,1,1
水清嘉苑,107101259178,121.3862327,31.12309705,上海,上海,闵行区,莘庄,5011000013391,2019.08.05,397,62777,410,1室2厅1厨1卫,低楼层(共17层),63.24㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,两梯三户,未知,有,107101259178,商品房,2019/4/26,普通住宅,暂无数据,共有,102,1,5,6,1261
新申花城茉莉苑,107101471327,121.406476,31.112645,上海,上海,闵行区,莘庄,5011000014667,2019.08.05,330,63328,340,1室1厅1厨1卫,高楼层(共6层),52.11㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101471327,商品房,2019/6/27,普通住宅,暂无数据,非共有,39,1,11,6,705
古美西路420弄,107101541217,121.401019,31.139123,上海,上海,闵行区,古美,5011000008717,2019.08.05,274,51994,288,1室1厅1厨1卫,低楼层(共6层),52.66㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101541217,商品房,2019/7/15,普通住宅,暂无数据,共有,21,0,1,0,2
绿梅二村,107101486361,121.3753935,31.12040058,上海,上海,闵行区,莘庄,5011000014496,2019.08.05,370,45377,380,2室1厅1厨1卫,中楼层(共6层),81.54㎡,平层,81.54㎡,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101486361,商品房,2019/7/1,普通住宅,暂无数据,非共有,36,0,6,6,626
银河新都,107101381483,121.420436,31.100047,上海,上海,闵行区,春申,5011000014004,2019.08.05,232,44962,239,1室1厅1厨1卫,中楼层(共13层),51.6㎡,平层,51㎡,板楼,南,1905年,毛坯,钢混结构,,一梯四户,70年,有,107101381483,动迁安置房,2019/6/1,普通住宅,暂无数据,非共有,65,1,55,30,2639
江南欣苑(闵行),107101129760,121.4311853,31.11993935,上海,上海,闵行区,春申,5011000014912,2019.08.05,450,50642,458,2室2厅1厨1卫,中楼层(共14层),88.86㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101129760,商品房,2019/3/17,普通住宅,暂无数据,共有,141,1,36,46,3218
罗阳二村,107101553289,121.418406,31.126908,上海,上海,闵行区,梅陇,5011000014082,2019.08.05,290,40464,296,2室2厅1厨1卫,高楼层(共6层),71.67㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101553289,商品房,2019/7/19,普通住宅,暂无数据,共有,17,1,7,16,494
永康城星华园,107101569005,121.5074202,31.02834499,上海,上海,闵行区,浦江,5011000019911,2019.08.05,283,27458,283,3室2厅1厨1卫,高楼层(共17层),103.07㎡,平层,暂无数据,板楼,南 北,1905年,其他,钢混结构,,一梯三户,未知,暂无数据,107101569005,商品房,2019/7/24,普通住宅,暂无数据,非共有,12,0,13,19,443
东苑半岛花园(公寓),107101418058,121.390613,31.145221,上海,上海,闵行区,古美,5011000012631,2019.08.04,682,68716,710,2室2厅1厨1卫,低楼层(共10层),99.25㎡,错层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101418058,商品房,2019/6/11,普通住宅,暂无数据,共有,55,1,25,29,1380
罗阳七村(华宝小区),107101504546,121.407041,31.129653,上海,上海,闵行区,梅陇,5011000018052,2019.08.04,180,48518,185,1室1厅1厨1卫,中楼层(共6层),37.1㎡,平层,37.1㎡,板楼,南,1905年,简装,砖混结构,,一梯三户,70年,无,107101504546,商品房,2019/7/6,普通住宅,暂无数据,非共有,30,0,10,7,569
平南一二村,107101598511,121.402152,31.159642,上海,上海,闵行区,古美,5011000004258,2019.08.04,273,67989,278,1室0厅1厨1卫,中楼层(共6层),40.11㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯三户,未知,无,107101598511,商品房,2019/8/2,普通住宅,暂无数据,共有,3,0,1,0,暂无数据
江南星城(一期),107101305858,121.393657,31.142667,上海,上海,闵行区,古美,5011000012423,2019.08.04,500,56741,530,2室2厅1厨1卫,中楼层(共6层),88.12㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,无,107101305858,商品房,2019/5/10,普通住宅,暂无数据,共有,87,1,60,99,2587
银河新都,107101598268,121.420436,31.100047,上海,上海,闵行区,春申,5011000014004,2019.08.04,273,43067,282,2室1厅1厨1卫,高楼层(共11层),63.39㎡,平层,63.39㎡,板楼,南 北,1905年,精装,钢混结构,,一梯四户,70年,有,107101598268,商品房,2019/8/1,普通住宅,暂无数据,非共有,4,0,6,2,176
华银坊,107101594087,121.398609,31.029764,上海,上海,闵行区,老闵行,5020023328462580,2019.08.04,284,34488,289,2室2厅1厨1卫,高楼层(共6层),82.29㎡,暂无数据,暂无数据,板楼,南,1905年,其他,钢混结构,,一梯两户,未知,无,107101594087,商品房,2019/7/31,普通住宅,暂无数据,非共有,5,0,3,4,55
虹鹿花苑,107100538842,121.384594,31.193856,上海,上海,闵行区,金虹桥,5011000017655,2019.08.04,267,51250,280,2室1厅1厨1卫,高楼层(共6层),52㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,未知,无,107100538842,商品房,2018/8/10,普通住宅,暂无数据,共有,360,1,18,202,9428
高兴花园,107101357302,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.08.04,321,46502,329,2室1厅1厨1卫,高楼层(共6层),69.03㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107101357302,商品房,2019/5/25,普通住宅,暂无数据,非共有,71,1,8,15,1375
万科城市花园,107101242793,121.349568,31.164839,上海,上海,闵行区,七宝,5011000018313,2019.08.04,480,52106,498,3室2厅1厨1卫,低楼层(共7层),92.12㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101242793,商品房,2019/4/20,普通住宅,暂无数据,非共有,106,1,59,128,2886
浦江世博家园八街坊,107101471210,121.509578,31.08458448,上海,上海,闵行区,浦江,5011000001863,2019.08.04,279,48079,285,1室2厅0厨1卫,高楼层(共11层),58.03㎡,平层,暂无数据,板楼,南 北,1905年,其他,钢混结构,,一梯三户,未知,有,107101471210,动迁安置房,2019/6/27,普通住宅,暂无数据,共有,39,0,7,15,878
马桥景城馨苑,107101329633,121.377237,31.02283,上海,上海,闵行区,老闵行,5011102206797,2019.08.04,220,27785,230,2室1厅1厨1卫,高楼层(共18层),79.18㎡,暂无数据,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯四户,未知,有,107101329633,动迁安置房,2019/5/17,普通住宅,暂无数据,共有,79,1,28,24,1558
嘉怡水岸(公寓),107000938985,121.472537,31.041081,上海,上海,闵行区,吴泾,5011000000567,2019.08.04,378,40149,390,2室2厅1厨1卫,高楼层(共9层),94.15㎡,暂无数据,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,有,107000938985,商品房,2017/11/15,普通住宅,暂无数据,共有,627,1,56,91,15266
金硕河畔景园南区,107101513916,121.540684,31.058567,上海,上海,闵行区,浦江,5020026815573050,2019.08.04,152,27275,155,1室1厅1厨1卫,低楼层(共17层),55.73㎡,平层,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯四户,70年,有,107101513916,动迁安置房,2019/7/8,普通住宅,暂无数据,共有,28,0,4,0,4
高兴花园,107101563569,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.08.04,271,58570,278,1室1厅1厨1卫,低楼层(共6层),46.27㎡,平层,45㎡,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101563569,商品房,2019/7/22,普通住宅,暂无数据,共有,13,1,11,6,676
阳光美景城,107101481137,121.415413,31.14766,上海,上海,闵行区,古美,5011000013840,2019.08.04,855,58800,880,3室2厅1厨2卫,中楼层(共31层),145.41㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,两梯三户,70年,有,107101481137,商品房,2019/6/29,普通住宅,暂无数据,非共有,36,1,26,35,1243
浦江世博家园十四街坊,107100731887,121.5119275,31.07745545,上海,上海,闵行区,浦江,5011000004615,2019.08.04,264,43731,268,1室1厅1厨1卫,中楼层(共11层),60.37㎡,平层,60㎡,板楼,南,1905年,毛坯,钢混结构,,一梯三户,未知,有,107100731887,商品房,2018/10/18,普通住宅,暂无数据,共有,291,1,104,79,8389
万乐城(商业类),107101189978,121.452047,31.044624,上海,上海,闵行区,吴泾,5011000000778,2019.08.04,59,25502,60,1室0厅1厨1卫,中楼层(共18层),22.94㎡,暂无数据,暂无数据,塔楼,北,未知,精装,钢混结构,,三梯三十六户,50年,有,107101189978,商品房,2019/4/4,商业办公类,暂无数据,非共有,122,1,1,1,1932
西班牙名园,107100423663,121.410718,31.135239,上海,上海,闵行区,梅陇,5011000017710,2019.08.04,548,78466,518,1室2厅1厨1卫,高楼层(共17层),69.84㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯三户,未知,有,107100423663,商品房,2018/6/30,普通住宅,暂无数据,共有,401,1,100,31,4728
俊领国际酒店公寓,107101424477,121.3704357,31.18650354,上海,上海,闵行区,龙柏,5011000016780,2019.08.04,107,25562,115,1室0厅0厨1卫,中楼层(共5层),41.86㎡,平层,暂无数据,板楼,东南,1905年,简装,钢混结构,,两梯三十户,70年,有,107101424477,商品房,2019/6/13,普通住宅,暂无数据,非共有,52,0,13,1,5
黎明花园,107101026033,121.354544,31.153192,上海,上海,闵行区,七宝,5011000016016,2019.08.03,229,54074,240,1室1厅1厨1卫,中楼层(共6层),42.35㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯四户,未知,无,107101026033,商品房,2019/2/18,普通住宅,暂无数据,非共有,167,1,27,18,2023
欣佳宝邸,107101150306,121.545778,31.050923,上海,上海,闵行区,浦江,5011000009873,2019.08.03,180,32369,182,1室1厅1厨1卫,中楼层(共14层),55.61㎡,暂无数据,暂无数据,板楼,南,1905年,毛坯,钢混结构,,一梯三户,未知,有,107101150306,商品房,2019/3/24,普通住宅,暂无数据,非共有,133,1,7,2,61
