房源名称,房源id,经度,纬度,所在省份,所在城市,主城市,下辖区,楼盘id,成交日期,成交价格（万）,成交均价（元/平）,挂牌价格（万）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）
新梅广场,107101320264,121.396173,31.126859,上海,上海,闵行区,古美,5011000013393,2019.06.24,626,50068,635,3室2厅1厨2卫,低楼层(共12层),125.03㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101320264,商品房,2019/5/14,普通住宅,暂无数据,共有,41,0,11,17,1091
古美四村,107100974227,121.4113,31.147683,上海,上海,闵行区,古美,5011000011253,2019.06.24,272,46672,288,2室1厅1厨1卫,高楼层(共6层),58.28㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107100974227,商品房,2019/1/19,普通住宅,暂无数据,共有,156,1,17,44,4194
古美小区,107101360334,121.404954,31.160694,上海,上海,闵行区,古美,5011000015450,2019.06.24,182,51779,195,1室0厅1厨1卫,高楼层(共6层),35.15㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101360334,商品房,2019/5/26,普通住宅,暂无数据,共有,29,1,3,14,452
东兰小区,107101300827,121.408389,31.163411,上海,上海,闵行区,古美,5011000012600,2019.06.24,303,45840,305,2室1厅1厨1卫,中楼层(共6层),66.1㎡,平层,暂无数据,板楼,南,1905年,毛坯,砖混结构,,一梯两户,70年,无,107101300827,商品房,2019/5/8,普通住宅,暂无数据,非共有,47,1,36,53,1419
古龙苑,107101415933,121.407694,31.150965,上海,上海,闵行区,古美,5011000017063,2019.06.24,576,42861,598,3室2厅1厨2卫,高楼层(共6层),134.39㎡,复式,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101415933,商品房,2019/6/11,普通住宅,暂无数据,共有,13,0,2,14,361
都市雅筑,107101405050,121.417702,31.063952,上海,上海,闵行区,颛桥,5011000009985,2019.06.23,260,41101,270,1室2厅1厨1卫,中楼层(共11层),63.26㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,70年,有,107101405050,商品房,2019/6/8,普通住宅,暂无数据,非共有,16,0,8,14,668
红旗三村,107101269511,121.40461,31.016286,上海,上海,闵行区,老闵行,5011000011793,2019.06.23,147,27052,155,2室1厅1厨1卫,高楼层(共6层),54.34㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101269511,商品房,2019/4/29,普通住宅,暂无数据,共有,56,1,32,50,1301
金虹桥井亭苑,107101434179,121.377732,31.173195,上海,上海,闵行区,金汇,5011000011230,2019.06.23,653,64260,660,3室2厅1厨2卫,中楼层(共6层),101.62㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101434179,商品房,2019/6/16,普通住宅,暂无数据,共有,8,0,33,57,599
众众德尚世嘉,107101218135,121.40995,31.079353,上海,上海,闵行区,颛桥,5011000012753,2019.06.23,372,50565,380,2室1厅1厨1卫,高楼层(共6层),73.57㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,有,107101218135,商品房,2019/4/13,普通住宅,暂无数据,共有,72,1,21,1,187
黎安一村,107101453979,121.377155,31.134106,上海,上海,闵行区,莘庄,5011000009594,2019.06.23,305,45233,310,2室1厅1厨1卫,低楼层(共6层),67.43㎡,暂无数据,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101453979,商品房,2019/6/22,普通住宅,暂无数据,共有,2,0,4,1,47
今天花园,107002197789,121.4094094,31.08330565,上海,上海,闵行区,颛桥,5011000014278,2019.06.23,615,50647,630,3室2厅1厨2卫,高楼层(共8层),121.43㎡,复式,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107002197789,商品房,2017/10/3,普通住宅,暂无数据,共有,629,1,49,36,20654
美丽家园,107101417270,121.386548,31.100043,上海,上海,闵行区,莘庄,5011000014662,2019.06.23,315,38990,358,2室2厅1厨1卫,低楼层(共6层),80.79㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101417270,商品房,2019/6/11,普通住宅,暂无数据,非共有,13,1,1,2,209
龙吴路5599弄,107101425132,121.4721238,31.04489177,上海,上海,闵行区,吴泾,5011000001099,2019.06.23,243,28233,253,3室1厅1厨1卫,高楼层(共6层),86.07㎡,平层,暂无数据,板楼,南 北,1905年,简装,砖混结构,,一梯两户,70年,无,107101425132,商品房,2019/6/13,普通住宅,暂无数据,共有,11,1,3,14,277
兴银花园,107101452327,121.4077267,31.08666845,上海,上海,闵行区,颛桥,5011000014563,2019.06.23,250,35552,270,2室1厅1厨1卫,低楼层(共6层),70.32㎡,平层,暂无数据,板楼,东南,1905年,精装,砖混结构,,一梯四户,70年,无,107101452327,商品房,2019/6/21,普通住宅,暂无数据,共有,3,1,2,3,160
华唐苑,107101013868,121.44046,31.108838,上海,上海,闵行区,春申,5011000016052,2019.06.23,535,42464,550,3室2厅1厨2卫,低楼层(共6层),125.99㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,无,107101013868,商品房,2019/2/15,普通住宅,暂无数据,共有,129,1,9,18,1089
虹浦新城南区,107101447188,121.542567,31.051948,上海,上海,闵行区,浦江,5011000014599,2019.06.23,258,33442,265,2室2厅1厨1卫,高楼层(共9层),77.15㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101447188,商品房,2019/6/20,普通住宅,暂无数据,共有,4,0,1,7,203
瑞和新苑浦涛路399弄,107101275136,121.544737,31.054593,上海,上海,闵行区,浦江,5020026855479530,2019.06.23,229,31330,230,2室2厅1厨1卫,低楼层(共6层),72.87㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,未知,无,107101275136,商品房,2019/5/1,普通住宅,暂无数据,共有,54,1,5,3,715
瑞和新苑浦涛路399弄,107101431468,121.544737,31.054593,上海,上海,闵行区,浦江,5020026855479530,2019.06.23,247,33379,255,2室2厅1厨1卫,高楼层(共14层),74㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯三户,未知,有,107101431468,商品房,2019/6/15,普通住宅,暂无数据,共有,9,0,1,10,398
柏林春天（二期）,107101414959,121.401021,31.10623,上海,上海,闵行区,莘庄,5020042795810050,2019.06.23,666,54492,710,3室2厅1厨1卫,高楼层(共7层),122.22㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,70年,有,107101414959,商品房,2019/6/10,普通住宅,暂无数据,共有,13,1,7,5,307
水语人家南苑,107101165886,121.538379,31.05232,上海,上海,闵行区,浦江,5011000010872,2019.06.23,257,32117,269,2室1厅1厨1卫,高楼层(共17层),80.02㎡,平层,暂无数据,板楼,东南 西北,1905年,精装,钢混结构,,两梯四户,70年,有,107101165886,商品房,2019/3/28,普通住宅,暂无数据,共有,87,1,65,62,3088
名都新城（一期、二期）,107101322590,121.398506,31.110537,上海,上海,闵行区,莘庄,5011000015875,2019.06.23,595,63569,620,2室2厅1厨1卫,高楼层(共9层),93.6㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101322590,商品房,2019/5/15,普通住宅,暂无数据,非共有,39,1,23,19,1043
东兰世茗雅苑,107101234611,121.388402,31.154984,上海,上海,闵行区,古美,5011000010242,2019.06.23,555,58712,586,2室2厅1厨1卫,高楼层(共6层),94.53㎡,复式,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,无,107101234611,商品房,2019/4/18,普通住宅,暂无数据,共有,67,0,13,52,1633
万顺水原墅(公寓),107101410339,121.424834,31.049115,上海,上海,闵行区,颛桥,5011000004651,2019.06.23,172,37246,180,1室1厅1厨1卫,中楼层(共12层),46.18㎡,平层,暂无数据,塔楼,南,1905年,精装,钢混结构,,两梯十五户,70年,有,107101410339,商品房,2019/6/9,普通住宅,暂无数据,非共有,14,1,4,9,526
沁春园二村,107101418311,121.3844235,31.10084879,上海,上海,闵行区,莘庄,5011000012345,2019.06.23,352,40722,360,2室2厅1厨1卫,高楼层(共6层),86.44㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101418311,商品房,2019/6/11,普通住宅,暂无数据,共有,12,0,6,18,503
沁春园三村,107101327744,121.3831379,31.10119914,上海,上海,闵行区,莘庄,5011000017502,2019.06.23,559,45499,585,3室2厅1厨2卫,低楼层(共11层),122.86㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,有,107101327744,商品房,2019/5/17,普通住宅,暂无数据,共有,38,1,18,22,1146
金丰小区,107101311794,121.289974,31.212362,上海,上海,闵行区,华漕,5011000014308,2019.06.23,187,38613,190,1室1厅1厨1卫,低楼层(共6层),48.43㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,70年,无,107101311794,商品房,2019/5/12,普通住宅,暂无数据,共有,43,1,11,3,862
万乐城(商业类),107101071463,121.452047,31.044624,上海,上海,闵行区,吴泾,5011000000778,2019.06.23,77,27322,77,1室1厅1厨1卫,中楼层(共19层),28㎡,暂无数据,暂无数据,塔楼,南,未知,精装,钢混结构,,三梯三十七户,50年,有,107101071463,商品房,2019/3/1,商业办公类,暂无数据,非共有,114,1,3,2,2406
万乐城(商业类),107101384101,121.452047,31.044624,上海,上海,闵行区,吴泾,5011000000778,2019.06.23,56,25712,58,1室0厅1厨1卫,中楼层(共19层),21.78㎡,暂无数据,暂无数据,塔楼,北,未知,精装,钢混结构,,三梯三十七户,50年,有,107101384101,商品房,2019/6/2,商业办公类,暂无数据,共有,22,1,2,0,450
茂盛城市花园,107001569837,121.368518,31.158899,上海,上海,闵行区,七宝,5011000012355,2019.06.23,910,68329,935,3室2厅1厨2卫,中楼层(共11层),133.18㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,70年,有,107001569837,商品房,2017/10/30,普通住宅,暂无数据,共有,601,1,77,96,12171
绿地春申花园,107101180263,121.413889,31.116442,上海,上海,闵行区,春申,5011000015164,2019.06.22,560,58352,580,2室2厅1厨1卫,高楼层(共6层),95.97㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101180263,商品房,2019/4/2,普通住宅,暂无数据,共有,82,1,19,22,1822
上海阳城,107101286304,121.405262,31.128044,上海,上海,闵行区,梅陇,5011000014286,2019.06.22,496,56894,510,2室2厅1厨1卫,低楼层(共6层),87.18㎡,暂无数据,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,70年,无,107101286304,商品房,2019/5/4,普通住宅,暂无数据,非共有,50,1,5,0,1
嘉和花苑,107101439019,121.409059,31.133142,上海,上海,闵行区,梅陇,5011000016704,2019.06.22,665,60455,680,2室2厅1厨1卫,低楼层(共8层),110㎡,暂无数据,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,有,107101439019,商品房,2019/6/17,普通住宅,暂无数据,共有,6,0,1,0,1
高兴花园,107101448132,121.409033,31.117302,上海,上海,闵行区,春申,5011000014981,2019.06.22,260,61263,268,1室1厅1厨1卫,低楼层(共6层),42.44㎡,平层,暂无数据,板楼,南 北,1905年,毛坯,砖混结构,,一梯四户,70年,无,107101448132,商品房,2019/6/20,普通住宅,暂无数据,非共有,3,0,3,1,25
蔷薇新村,107101408610,121.4414399,31.11932663,上海,上海,闵行区,春申,5011000011738,2019.06.22,208,37539,212,2室1厅1厨1卫,高楼层(共6层),55.41㎡,暂无数据,暂无数据,板楼,南 北,1905年,毛坯,砖混结构,,一梯三户,未知,无,107101408610,商品房,2019/6/9,普通住宅,暂无数据,非共有,14,1,6,18,452
万科阳光苑,107101434172,121.4744478,31.04698462,上海,上海,闵行区,吴泾,5011000017318,2019.06.22,316,39759,330,2室2厅1厨1卫,中楼层(共6层),79.48㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101434172,商品房,2019/6/16,普通住宅,暂无数据,共有,7,0,1,0,2
航华四村,107101437848,121.365763,31.177238,上海,上海,闵行区,航华,5011000002794,2019.06.22,270,42050,275,2室1厅1厨1卫,中楼层(共6层),64.21㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107101437848,商品房,2019/6/17,普通住宅,暂无数据,共有,6,0,6,5,159
红旗三村,107101445716,121.40461,31.016286,上海,上海,闵行区,老闵行,5011000011793,2019.06.22,167,31395,170,2室1厅1厨1卫,中楼层(共6层),53.13㎡,平层,暂无数据,板楼,南 北,1905年,精装,砖混结构,,一梯两户,未知,无,107101445716,商品房,2019/6/19,普通住宅,暂无数据,共有,4,0,5,16,276
高华小区,107100222445,121.4287116,31.00883589,上海,上海,闵行区,老闵行,5011000014519,2019.06.22,145,30997,160,2室0厅1厨1卫,中楼层(共6层),46.78㎡,暂无数据,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,70年,无,107100222445,商品房,2018/4/21,普通住宅,暂无数据,共有,428,1,8,20,6033
西湖苑,107101280289,121.3700214,31.11960425,上海,上海,闵行区,莘庄,5011000012388,2019.06.22,145,44425,150,1室0厅1厨1卫,高楼层(共6层),32.64㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101280289,商品房,2019/5/2,普通住宅,暂无数据,共有,52,0,4,13,892
浦江世博家园八街坊,107101184683,121.509578,31.08458448,上海,上海,闵行区,浦江,5011000001863,2019.06.22,320,41847,330,2室1厅1厨1卫,高楼层(共5层),76.47㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101184683,动迁安置房,2019/4/2,普通住宅,暂无数据,非共有,82,1,24,41,2074
江南星城(一期),107100897346,121.393657,31.142667,上海,上海,闵行区,古美,5011000012423,2019.06.22,611,65195,618,2室2厅1厨1卫,低楼层(共6层),93.72㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107100897346,商品房,2018/12/19,普通住宅,暂无数据,非共有,186,1,133,44,2538
森安苑,107101400007,121.4281738,31.1246291,上海,上海,闵行区,春申,5011000015539,2019.06.22,277,37657,285,2室1厅1厨1卫,中楼层(共6层),73.56㎡,平层,暂无数据,板楼,南 北,1905年,精装,钢混结构,,一梯两户,未知,无,107101400007,商品房,2019/6/6,普通住宅,暂无数据,非共有,17,1,14,29,511
航华三村三街坊,107101119673,121.35469,31.172917,上海,上海,闵行区,航华,5010022188232030,2019.06.22,245,37038,255,2室1厅1厨1卫,中楼层(共6层),66.15㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯三户,未知,无,107101119673,商品房,2019/3/15,普通住宅,暂无数据,共有,100,1,16,50,2443
静安新城二区,107101439579,121.390208,31.163601,上海,上海,闵行区,静安新城,5011000003678,2019.06.22,255,51641,278,1室1厅0厨1卫,低楼层(共6层),49.38㎡,平层,49㎡,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101439579,商品房,2019/6/17,普通住宅,暂无数据,非共有,6,1,7,4,443
银河新都,107101442107,121.420436,31.100047,上海,上海,闵行区,春申,5011000014004,2019.06.22,246,45184,255,1室1厅1厨1卫,中楼层(共14层),54.4㎡,平层,54㎡,板楼,南,1905年,简装,钢混结构,,一梯四户,70年,有,107101442107,商品房,2019/6/18,普通住宅,暂无数据,非共有,5,0,2,3,374
夏朵园,107101298443,121.403224,31.030128,上海,上海,闵行区,老闵行,5011000017935,2019.06.22,308,34607,315,2室2厅1厨1卫,中楼层(共6层),89㎡,平层,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯两户,未知,无,107101298443,商品房,2019/5/8,普通住宅,暂无数据,非共有,46,1,2,21,1206
航华二村嘉丰公寓,107101441755,121.3576905,31.17795072,上海,上海,闵行区,航华,5011000014304,2019.06.22,319,41088,330,2室1厅1厨1卫,中楼层(共6层),77.64㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,70年,无,107101441755,商品房,2019/6/18,普通住宅,暂无数据,共有,4,0,4,5,373
静安新城七区,107101151148,121.387711,31.165417,上海,上海,闵行区,静安新城,5011000003672,2019.06.22,273,56232,286,1室1厅1厨1卫,中楼层(共11层),48.46㎡,平层,暂无数据,塔楼,南,1905年,简装,钢混结构,,两梯二十户,70年,有,107101151148,商品房,2019/3/24,普通住宅,暂无数据,非共有,90,1,42,31,2293
虹梅新苑,107101404414,121.4672219,31.04843604,上海,上海,闵行区,吴泾,5011000013624,2019.06.21,321,34835,335,2室2厅1厨1卫,中楼层(共6层),92.15㎡,暂无数据,暂无数据,板楼,南 北,1905年,毛坯,钢混结构,,一梯两户,未知,无,107101404414,商品房,2019/6/8,普通住宅,暂无数据,共有,14,0,2,2,348
爱庐世纪新苑,107101342842,121.4279039,31.08643392,上海,上海,闵行区,颛桥,5011000016350,2019.06.21,307,47727,308,1室1厅1厨1卫,高楼层(共5层),64.22㎡,复式,暂无数据,板楼,南,1905年,精装,钢混结构,,一梯三户,未知,无,107101342842,商品房,2019/5/21,普通住宅,暂无数据,共有,32,1,3,11,759
吴泾新村,107101410290,121.4742305,31.05031476,上海,上海,闵行区,吴泾,5011000010755,2019.06.21,145,32784,149,2室1厅1厨1卫,中楼层(共5层),44.23㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯四户,未知,无,107101410290,商品房,2019/6/9,普通住宅,暂无数据,共有,13,1,1,0,暂无数据
绿水家园,107101160041,121.394402,31.103181,上海,上海,闵行区,莘庄,5011000017577,2019.06.21,717,51314,730,3室2厅1厨2卫,高楼层(共14层),139.73㎡,平层,暂无数据,板楼,南,1905年,简装,钢混结构,,一梯两户,70年,有,107101160041,商品房,2019/3/27,普通住宅,暂无数据,共有,87,1,37,29,2221
银都新村(8至10区),107101214323,121.401935,31.099706,上海,上海,闵行区,颛桥,5011000014843,2019.06.21,323,41538,330,3室1厅1厨1卫,高楼层(共6层),77.64㎡,平层,暂无数据,板楼,南,1905年,简装,砖混结构,,一梯两户,未知,无,107101214323,商品房,2019/4/12,普通住宅,暂无数据,非共有,71,0,10,9,643
银都新村(1至7区),107101402921,121.4027955,31.10103285,上海,上海,闵行区,颛桥,5011102206965,2019.06.21,202,47102,204,1室1厅1厨1卫,中楼层(共6层),42.78㎡,平层,暂无数据,板楼,南,1905年,精装,砖混结构,,一梯两户,未知,无,107101402921,商品房,2019/6/7,普通住宅,暂无数据,共有,15,1,4,17,352
